model,stage,unit_id,output_text,cited_pages,issue_families,precision_families,review_status,unit_definition
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U042,"The author describes the subsequent decades as a period of unredeemed gloom, characterized by the physical decay of Constantinople and its economic dependence on Italian merchants [PDF p. 365].",[365],"[""H4-urban-citation""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U043,John VI. maintained peace but lost Thessalonica to the Ottomans after his brother sold it to Venice [PDF p. 367].,[367],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U044,"Finally, John VIII. traveled to Italy to secure aid through religious union with Rome, but the author evaluates this effort as futile because the papacy was too weakened by internal schisms to provide meaningful military support [PDF p. 367].",[367],"[""H4-unsupplied-imperial-number""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,full-source-control,full-source-control-U001,"The narrative begins with the Huns’ westward expansion around A.D. 372, which crushed the Ostrogoths and forced the Visigoths to seek refuge across the Danube (p. 61).",[61],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,full-source-control,full-source-control-U002,"Emperor Valens, described as cowardly and avaricious, permitted their entry in 376 under the condition that they surrender their arms and provide hostages (p. 62).",[62],[],"[""H1-conditions-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,full-source-control,full-source-control-U003,"However, Roman officials, particularly the governor Lupicinus, accepted bribes to allow the Goths to keep their weapons and subsequently engaged in extortion, selling food at exorbitant prices that led to the sale of children for slaves (p. 63).",[63],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,full-source-control,full-source-control-U004,"This exploitation culminated in a banquet at Marcianopolis where Lupicinus attempted to assassinate the Gothic leader Fritigern, prompting the Goths to revolt and initiate a year of desperate fighting along the Danube (p. 64).",[64],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,full-source-control,full-source-control-U005,"The conflict escalated into the Battle of Adrianople in 378, where Emperor Valens led a large army against the Goths. The author notes that the Goths had adopted cavalry tactics influenced by their time in the Ukraine, which proved decisive against the Roman infantry (p. 65).",[65],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,full-source-control,full-source-control-U006,"A sudden charge by Gothic cavalry overwhelmed the Roman flank, causing the imperial army to collapse into a confused mass where soldiers were trampled or cut down (p. 66).",[66],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,full-source-control,full-source-control-U007,"The defeat was catastrophic, resulting in the death of Valens and the annihilation of the Eastern army, a disaster compared to Cannae by the historian Ammianus Marcellinus (p. 67).",[67],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,full-source-control,full-source-control-U008,"Although the Goths approached Constantinople, they abandoned the siege due to the city’s formidable walls, validating Constantine’s earlier strategic foresight regarding the capital’s defenses (p. 67).",[67],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,full-source-control,full-source-control-U009,"In the subsequent centuries, the Latin-speaking population in the Balkans rapidly declined due to barbarian invasions and the dominance of Greek culture, with Latin becoming rare among educated elites by the sixth century (p. 169).",[169],[],"[""H2-causes-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,full-source-control,full-source-control-U010,"Concurrently, Christianity transformed social structures by abolishing infanticide, modifying slavery through the recognition of the slave’s soul, and ending gladiatorial games (p. 173).",[173],[],"[""H2-games-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,full-source-control,full-source-control-U011,"However, the rise of ascetic monasticism drew thousands away from civic duties, creating an apathetic attitude toward state defense that some pagans blamed for the empire’s decline (p. 174).",[174],[],"[""H2-pagan-critique-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,full-source-control,full-source-control-U012,"This religious shift coexisted with a literary revival under the Macedonian dynasty, where emperors Leo VI and Constantine VII produced significant works on military tactics and court ceremony, reflecting a period of relative internal stability despite external piratical threats (p. 241).",[241],"[""cross-gap-false-contemporaneity""]","[""H3-revival-composite-locator""]",issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,full-source-control,full-source-control-U013,"By the late fourteenth century, the Byzantine Empire had diminished to a rump state centered on Constantinople, relying on the political fragmentation of the Ottoman Turks for survival (p. 358).",[358],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,full-source-control,full-source-control-U014,"Emperor Manuel II briefly expanded his territory during the Ottoman civil war following Tamerlane’s defeat of Bayezid I, but these gains were reversed when Murad II unified the Turkish realm (p. 360).",[360],"[""H4-unifier-identity""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,full-source-control,full-source-control-U015,"The empire’s final decades were marked by economic exhaustion and military weakness, with Constantinople’s population reduced and its defenses maintained by a small number of mercenaries (p. 365).",[365],[],"[""H4-urban-composite-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,full-source-control,full-source-control-U016,"The last emperor, John VIII, sought Western aid by converting to Catholicism at the Council of Florence, but received only minimal support from a weakened papacy, leaving the empire vulnerable to the eventual Ottoman conquest (p. 366).",[366],"[""H4-last-emperor""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H1-summary,H1-summary-U001,The author opens by declaring that Constantine’s decision to build a “great fortress‑capital” on the Balkan Peninsula proved “prescient” when the Huns entered Europe (author’s evaluation) [PDF p. 61].,[61],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H1-summary,H1-summary-U002,"Around A.D. 372 the Huns, described by a Gothic historian as “men with faces that can hardly be called faces…little in stature, but lithe and active, skilful in riding” [PDF p. 61],",[61],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H1-summary,H1-summary-U003,"first devastated the Alans, then crushed the Ostrogoths, forcing the survivors toward the Danube delta; they then overran the Visigoths, who fled with families to the riverbank and begged the emperor to let them cross [PDF p. 61‑62].","[61, 62]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H1-summary,H1-summary-U004,"In A.D. 376 the empire was split, Valens—whom the author labels “stupid, cowardly, and avaricious” [PDF p. 62]",[62],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H1-summary,H1-summary-U005,"—was petitioned by the Goths. Valens allowed their crossing on the condition they surrender arms and give hostages; after they entered Moesia the governor Lupicinus hoarded food and sold it at “exorbitant prices,” driving the Goths to desperation and prompting a violent clash at Marcianopolis [PDF p. 63‑64].","[63, 64]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H1-summary,H1-summary-U006,"A year of fighting culminated in the Battle of Adrianople (378 A.D.), where Gothic cavalry broke Roman lines, killing the emperor and most commanders; the loss was compared to Cannae by Ammianus Marcellinus [PDF p. 66‑67].","[66, 67]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H1-summary,H1-summary-U007,"The victorious Goths briefly threatened Constantinople, but, “their courage failed them” when they saw the city’s walls and withdrew to Thrace [PDF p. 67].",[67],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H2-summary,H2-summary-U001,"The author begins by noting that the decay of Latin was already evident in the eastern Mediterranean: Ammianus Marcellinus, although born in Greece, wrote in the language of the ruling race, and a large Latin‑speaking population existed on the Balkan peninsula and along the Thracian coast, “except Greece proper, Macedonia, and a scattered line of cities” [PDF p. 169].",[169],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H2-summary,H2-summary-U002,"By the seventh century this Roman element was rapidly vanishing; already in the sixth century a knowledge of Latin was unusual even among educated men, as shown by Johannes Lydus’s claim that his civil‑service advancement depended on this rare skill and by Procopius’s ignorance of basic Latin [PDF p. 169].",[169],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H2-summary,H2-summary-U003,"The author evaluates Justinian as the last emperor whose mother tongue was Latin, while his successors were better skilled in Greek [PDF p. 169].",[169],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H2-summary,H2-summary-U004,"The gradual disuse of Latin, the author explains, resulted from the practical solution of continuity between Rome and the East after the empire’s division and Odoacer’s coronation in 476, which cut the Eastern provinces off from the Latin‑speaking West and exposed them to Greek dominance [PDF p. 170].",[170],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H2-summary,H2-summary-U005,"Gothic and later Slavic invasions further reduced the Latin‑speaking populace from about a quarter of the provincials east of the Adriatic in 400 to less than a tenth by 620, leaving only Dalmatian ports, Africa and the Italian Exarchate as notable Latin enclaves; the last native‑Latin author was the African poet Flavius Corippus [PDF p. 170].",[170],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H2-summary,H2-summary-U006,"Turning to religion, the author reports that under Constantine the governmental machinery remained essentially pagan, with many high officials still pagans, and that the Christian spirit did not fully penetrate the material sphere until forty years after Constantine’s death [PDF p. 171].",[171],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H2-summary,H2-summary-U007,"Theodosius I’s moral crusade, including the spectacular death of the monk Telemachus in 404, ended gladiatorial games in Constantinople [PDF p. 171].",[171],"[""H2-gladiator-agency"", ""H2-gladiator-location""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H2-summary,H2-summary-U008,"Christian influence also abolished infanticide (Constantine’s state responsibility, Valentinian I’s capital punishment) and profoundly altered slavery: the Church taught slaves were souls equal to masters, and Justinian’s legislation permitted intermarriage, declared children of mixed unions free, and punished the prostitution of slaves [PDF p. 173‑174].","[173, 174]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H2-summary,H2-summary-U009,"The author judges these reforms as stemming from the Christian belief in the individual soul, yet warns that ascetic monasticism became “positively dangerous” because thousands of men withdrew from civic duties, weakening the empire’s ability to resist barbarian invasions; only Cassiodorus later gave monks a productive role by ordering manuscript copying [PDF p. 174‑175].","[174, 175]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H2-summary,H2-summary-U010,"In the concluding part the author notes that paganism had practically disappeared by the end of the fifth century, that Justinian closed the Athenian schools in 529, and that many sixth‑century elites were nominal Christians who remained indifferent to the faith, citing Procopius as an example [PDF p. 176].",[176],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H3-summary,H3-summary-U001,"The author claims that the eighty years after Basil the Macedonian’s death were uneventful in imperial history, dominated by the reigns of Leo VI the Wise and his grandson Constantine VII, whom he describes as “mild, strange issue” devoted to literature rather than warfare [PDF p. 241].",[241],"[""H3-dynastic-relationship""]","[""H3-quotation-splice""]",issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H3-summary,H3-summary-U002,"He argues that, although the period offered military opportunities, the emperors stayed “quiet, unenterprising” in the palace and seldom took the field [PDF p. 242].",[242],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H3-summary,H3-summary-U003,Leo’s twenty‑six‑year rule was marked only by a failed Bulgarian invasion and a Saracen raid that briefly captured Thessalonica in 904; the author notes the city fell by surprise and was retaken when the attack was delayed a few weeks [PDF p. 242].,[242],"[""H3-counterfactual-rescue""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H3-summary,H3-summary-U004,"After Leo, Constantine VII inherited the throne at seven and spent his minority under guardians, first his uncle Alexander and then the usurper Romanus Lecapenus, who kept him “in the background” [PDF p. 243].",[243],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H3-summary,H3-summary-U005,"When Romanus’ sons attempted to seize the throne, popular revolt restored Constantine, who ruled for twenty years and was described as “somewhat weak and ineffective,” yet not tyrannical [PDF p. 243‑244].","[243, 244]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H3-summary,H3-summary-U006,"The author praises Leo’s literary output, especially his military manual describing themes, cavalry and fleet, and notes Constantine’s treatises on the themes, imperial administration and court ceremonies, calling him a compiler rather than an original thinker [PDF p. 244‑247].","[244, 247]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H3-summary,H3-summary-U007,"Finally, the author concludes that the successive literary emperors signal the end of the “intellectual dearth” that plagued Byzantine culture from the sixth to eighth centuries, marking a renewal of literary activity by the ninth century [PDF p. 247].",[247],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H4-summary,H4-summary-U001,The author states that the last seventy‑five years of the Byzantine Empire (1370‑1453),"[1370, 1453]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H4-summary,H4-summary-U002,are a piece of local history and no longer form an important thread in the history of Christendom [PDF p. 358].,[358],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H4-summary,H4-summary-U003,He evaluates that a Turkish capture of Constantinople in 1370 would not have greatly altered Eastern‑European events because the empire had already ceased to serve as the “bulwark of Christendom” and that duty fell to the Serbians and Hungarians for the next one‑hundred‑and‑fifty years [PDF p. 358].,[358],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H4-summary,H4-summary-U004,"The author further judges that the Paleologi, by their subservience to the Turks, extended the empire’s life after its justification had disappeared [PDF p. 358].",[358],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H4-summary,H4-summary-U005,"John Paleologus’s long reign is described as troubled by his son Andronicus, who rebelled twice, briefly seized the throne, allied with a son of Murad I, and was eventually blinded in an ineffectual operation, after which he rebelled again [PDF p. 359].",[359],[],"[""H4-rebellion-order-ambiguity""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H4-summary,H4-summary-U006,"On John’s death in 1391 the throne passed to his second son Manuel II, whose limited resources left him unable to challenge Ottoman power except during the crisis of 1402 when Timur’s invasion defeated Sultan Bayezid and threw the Ottoman realm into civil war [PDF p. 360‑361].","[360, 361]",[],"[""H4-succession-date-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H4-summary,H4-summary-U007,"Manuel sold aid to the pretender Suleiman for a heavy price and, while the Ottoman princes fought each other, temporarily regained territories in the Straits, Thessalonica, the Strymon valley and Black‑Sea ports [PDF p. 362‑363].","[362, 363]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H4-summary,H4-summary-U008,"After Mohammed unified the Ottoman remnants in 1421, Manuel’s gains vanished and he died in 1425, the last emperor to receive a “transient smile from fortune” [PDF p. 364‑365].","[364, 365]",[],"[""H4-reunification-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,H4-summary,H4-summary-U009,"John VI inherited the throne, avoided conflict, and recognised that the empire required a bailiff rather than a statesman; he sought Western aid by converting to Roman Catholicism, traveling to Italy in 1438, attending the Councils of Ferrara and Florence, and being received into the Roman Church in 1439, but obtained only money and three hundred mercenaries from Pope Eugenius IV, a result the author presents as a poor return for such efforts [PDF p. 366‑367].","[366, 367]",[],"[""H4-bailiff-attribution-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U001,The author opens by declaring that Constantine’s decision to build a “great fortress‑capital” on the Balkan Peninsula proved “prescient” when the Huns entered Europe (author’s evaluation) [PDF p. 61].,[61],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U002,"According to a Gothic historian, the Huns were “men with faces that can hardly be called faces…little in stature, but lithe and active, skilful in riding” [PDF p. 61];",[61],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U003,"they first devastated the Alans, then crushed the Ostrogoths, forcing the survivors toward the Danube delta, and finally overran the Visigoths, who fled with families to the riverbank and begged the emperor to let them cross [PDF p. 61‑62].","[61, 62]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U004,"In A.D. 376 the empire was split, and Valens—whom the author labels “stupid, cowardly, and avaricious”—was petitioned by the Goths. Valens allowed their crossing on the condition that they surrender arms and give hostages; after they entered Moesia the governor Lupicinus hoarded food and sold it at “exorbitant prices,” driving the Goths to desperation and prompting a violent clash at Marcianopolis [PDF p. 63‑64].","[63, 64]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U005,"A year of fighting culminated in the Battle of Adrianople (378 A.D.), where Gothic cavalry broke Roman lines, killing the emperor and most commanders; the loss was compared to Cannae by Ammianus Marcellinus [PDF p. 66‑67].","[66, 67]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U006,"The victorious Goths briefly threatened Constantinople, but, “their courage failed them” when they saw the city’s walls and withdrew to Thrace [PDF p. 67].",[67],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U007,"In the next section the author notes that the decay of Latin was already evident in the eastern Mediterranean: Ammianus Marcellinus, although born in Greece, wrote in the language of the ruling race, and a large Latin‑speaking population existed on the Balkan peninsula and along the Thracian coast, “except Greece proper, Macedonia, and a scattered line of cities” [PDF p. 169].",[169],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U008,"By the seventh century this Roman element was rapidly vanishing; already in the sixth century a knowledge of Latin was unusual even among educated men, as shown by Johannes Lydus’s claim that his civil‑service advancement depended on this rare skill and by Procopius’s ignorance of basic Latin [PDF p. 169].",[169],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U009,"The author evaluates Justinian as the last emperor whose mother tongue was Latin, while his successors were better skilled in Greek [PDF p. 169].",[169],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U010,"The gradual disuse of Latin, the author explains, resulted from the practical solution of continuity between Rome and the East after the empire’s division and Odoacer’s coronation in 476, which cut the Eastern provinces off from the Latin‑speaking West and exposed them to Greek dominance [PDF p. 170];",[170],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U011,"Gothic and later Slavic invasions reduced the Latin‑speaking populace from about a quarter of the provincials east of the Adriatic in 400 to less than a tenth by 620, leaving only Dalmatian ports, Africa and the Italian Exarchate as notable Latin enclaves, and the last native‑Latin author was the African poet Flavius Corippus [PDF p. 170].",[170],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U012,"Turning to religion, the author reports that under Constantine the governmental machinery remained essentially pagan, with many high officials still pagans, and that the Christian spirit did not fully penetrate the material sphere until forty years after Constantine’s death [PDF p. 171].",[171],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U013,"Theodosius I’s moral crusade, including the spectacular death of the monk Telemachus in 404, ended gladiatorial games in Constantinople [PDF p. 171];",[171],"[""H2-gladiator-agency"", ""H2-gladiator-location""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U014,"Christian influence also abolished infanticide (Constantine’s state responsibility, Valentinian I’s capital punishment) and profoundly altered slavery: the Church taught slaves were souls equal to masters, and Justinian’s legislation permitted intermarriage, declared children of mixed unions free, and punished the prostitution of slaves [PDF p. 173‑174].","[173, 174]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U015,"The author judges these reforms as stemming from the Christian belief in the individual soul, yet warns that ascetic monasticism became “positively dangerous” because thousands of men withdrew from civic duties, weakening the empire’s ability to resist barbarian invasions; only Cassiodorus later gave monks a productive role by ordering manuscript copying [PDF p. 174‑175].","[174, 175]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U016,"He concludes that paganism had practically disappeared by the end of the fifth century, that Justinian closed the Athenian schools in 529, and that many sixth‑century elites were nominal Christians who remained indifferent to the faith, citing Procopius as an example [PDF p. 176].",[176],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U017,"The author claims that the eighty years after Basil the Macedonian’s death were uneventful in imperial history, dominated by the reigns of Leo VI the Wise and his grandson Constantine VII, whom he describes as “mild, strange issue” devoted to literature rather than warfare [PDF p. 241].",[241],"[""H3-dynastic-relationship""]","[""H3-quotation-splice""]",issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U018,"He argues that, although the period offered military opportunities, the emperors stayed “quiet, unenterprising” in the palace and seldom took the field [PDF p. 242].",[242],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U019,Leo’s twenty‑six‑year rule was marked only by a failed Bulgarian invasion and a Saracen raid that briefly captured Thessalonica in 904; the author notes the city fell by surprise and was retaken when the attack was delayed a few weeks [PDF p. 242].,[242],"[""H3-counterfactual-rescue""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U020,"After Leo, Constantine VII inherited the throne at seven and spent his minority under guardians, first his uncle Alexander and then the usurper Romanus Lecapenus, who kept him “in the background” [PDF p. 243].",[243],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U021,"When Romanus’ sons attempted to seize the throne, popular revolt restored Constantine, who ruled for twenty years and was described as “somewhat weak and ineffective,” yet not tyrannical [PDF p. 243‑244].","[243, 244]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U022,"The author praises Leo’s literary output, especially his military manual describing themes, cavalry and fleet, and notes Constantine’s treatises on the themes, imperial administration and court ceremonies, calling him a compiler rather than an original thinker [PDF p. 244‑247].","[244, 247]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U023,"Finally, the author concludes that the successive literary emperors signal the end of the “intellectual dearth” that plagued Byzantine culture from the sixth to eighth centuries, marking a renewal of literary activity by the ninth century [PDF p. 247].",[247],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
